id,document,label
1343,2019년 9월 감사교육원 교육과정 신청 안내,4
1344,2019년도 8월 안전감찰 업무능력향상과정 입교대상자 추천 및 교육안내,4
1345,해외거주에 대한 유권해석 변경 알림,11
1346,저소득계층 임대보증금 지원대상자 채권양도 해지 요청(박미*),11
1347,채권(공사대금 등) 압류해제 통지,5
1348,전남개발공사 2019년 상반기 경영 우수사례 공유,1
1349,한국자활복지개발원 개원 알림,4
1350,복지사각지대 발굴시스템 운영 관련 공공임대주택 임대료 체납 자료(&#39;19.6~7월) 제공 요청,11
1351,2019년 8월중 국가민방위재난안전교육원 사이버교육과정 안내,4
1352,2019년 제3기 공공기관 직원을 위한 법제 특강 과정 교육 신청 재안내,4
1353,2019년도 8월 국가민방위재난안전교육원 교육대상자 확정통보,4
1354,제4차 고충민원 처리역량 강화 워크숍 개최 안내 및 참석 협조 요청,12
1355,제4차 고충민원 처리역량 강화 워크숍 개최 안내 및 참석 협조 요청,4
1356,2019년 8월 감사교육원 사이버교육안내,4
1357,관광투자유치 월간동향 송부(2019.7월),2
1358,익산 부송4지구 도시개발사업 사업시행자 참여의사 요청,2
1359,2019년도 8월 국가민방위재난안전교육원 교육대상자 확정통보,4
1360,2019년도 8월 국가민방위재난안전교육원 교육대상자 확정통보,4
1361,청탁금지법 운영을 통한 변화 사례 제출 협조요청,12
1362,「새만금 태양광 발전사업 타당성 검토용역」착수계 제출,8
1363,2021년 지방공기업(공사·공단) 경영평가지표 개선의견 제출요청,1
1364,중증장애인생산품 우선구매 실태조사 협조요청(지방공기업),5
1365,웅천읍 농촌중심지활성화사업 지역역량강화(S/W)사업용역 제안서 평가위원(후보자) 공개 모집,7
1366,웅천읍 농촌중심지활성화사업 지역역량강화(S/W)사업용역 제안서 평가위원(후보자) 공개 모집,2
1367,천북면 농촌중심지활성화사업 지역역량강화(S/W)사업용역 제안서 평가위원(후보자) 공개 모집,7
1368,천북면 농촌중심지활성화사업 지역역량강화(S/W)사업용역 제안서 평가위원(후보자) 공개 모집,2
1369,2019년 정책연구 관련 실태조사 협조요청,4
1370,제안서 평가위원(후보자) 모집 및 등록안내,10
1371,제안서 평가위원(후보자) 모집 및 등록안내,7
1372,제안서 평가위원(후보자) 모집 및 등록안내,2
1373,2019년 하반기「지방공기업 임직원 위탁교육」모집 안내,4
1374,2019년 제3기 공공기관 직원을 위한 법제 특강 과정 교육 신청안내,4
1375,군산시 도시재생전략계획 변경(안) 심의를 위한 관계기관(부서) 협의 요청,13
1376,공공시설내 매점 및 자동판매기 국가유공자 등 우선지원 현황 제출 협조,6
1377,군산 금광지구 행복주택 건립사업 건축물 경관관련 회신,10
1378,공공부문 온실가스 에너지 목표관리제 2018년 감축 이행결과 공표 알림,6
1379,나라장터 종합쇼핑몰 PC 및 노트북 구매 유의사항 안내,5
1380,청렴교육 강사 활동 관련 의견수렴,12
1381,청렴교육강사 명칭 관련 가이드라인 안내,12
1382,한국식품연구원 ‘통합 연구정보 용역사업’ 기술평가위원 위촉,3
1383,2019년 농식품공무원교육원 MOOC 사이버교육과정 운영계획 알림,4
1384,「모현동 옥창지구 새뜰마을 마스터플랜 수립 용역」 제안서 평가위원(후보자) 모집 및 등록안내,13
1385,「모현동 옥창지구 새뜰마을 마스터플랜 수립 용역」 제안서 평가위원(후보자) 모집 및 등록안내,10
1386,「모현동 옥창지구 새뜰마을 마스터플랜 수립 용역」 제안서 평가위원(후보자) 모집 및 등록안내,7
1387,공공분양주택 기금지원 관련 의견조회,5
1388,2019년 지자체 관광담당 공무원 교육(하반기 관광자원개발 투자유치 기본과정) 참가자 모집 안내,4
1389,블라인드 채용 확산을 위한 능력중심 채용모델 제공 안내,4
1390,2019년도 일자리창출 유공(공공부문 정규직전환) 정부포상 실시 안내,4
1391,건설폐기물 처리용역 적격 심사 평가 위한 신인도 조회 결과 안내,5
1392,국회요구자료 협조요청(공공임대주택 운영비용),1
1393,2019년 지방개발공사협의회 실무자회의 결과 공유,1
1394,공공기관 중소기업제품 공공구매 이행력 강화 협조 요청,5
1395,2020년도 생활임금 산정을 위한 기초자료 작성 협조 요청,4
1396,어린이 교통안전용품 옐로카드 제작 및 배부 매뉴얼,12
1397,사업인정(의제)사업 중앙토지수용위원회 협의절차 알림,9
1398,「빅데이터의 이해와 활용(중급)과정」교육생 추천 요청,4
1399,민간전문가 제도 운영 가이드라인 배포,10
1400,&#65378;2019년 전라북도 도시재생뉴딜사업 평가위원회&#65379; 준비회의 개최 알림,13
1401,2019년 하반기 지방공기업 재정 균형집행 관련 예산현액 제출 협조,1
1402,나라장터(종합쇼핑몰)를 통한 클라우드서비스 이용 안내,5
1403,지방공공기관의 「소상공인·자영업자 지원 정책」평가 시범운영계획 통보,5
1404,지방공공기관의 「소상공인·자영업자 지원 정책」평가 시범운영계획 통보,4
1405,지방공공기관의 「소상공인·자영업자 지원 정책」평가 시범운영계획 통보,1
1406,지방공공기관의「소상공인·자영업자 지원정책」평가 시범운영계획 통보,5
1407,지방공공기관의「소상공인·자영업자 지원정책」평가 시범운영계획 통보,4
1408,지방공공기관의「소상공인·자영업자 지원정책」평가 시범운영계획 통보,1
1409,2019년 제1기 행정법실무 특강(공통) 교육 신청안내,4
1410,2019년 하반기 발주기관 찾아가는 국토교통 R&D기술 설명회 개최에 따른 협조요청,10
1411,2019년 하반기 발주기관 찾아가는 국토교통 R&D기술 설명회 개최에 따른 협조요청,7
1412,안전경영 최우선 가치 지향을 위한 안전운전인증 안내,4
1413,2019년 상반기 현업적용도 조사 안내,4
1414,"고충민원 자료제출 요청(2BA-1907-464158, 임대주택 분양전환 대상자 인정)",4
1415,전라북도 사회적경제기업 제품 및 서비스 우선구매 협조 요청,5
1416,민간위탁 심층논의 필요사무 협의기구 구성 결과 통보 및 설명회 참석 안내,4
1417,새만금 태양광 발전사업 타당성 검토용역 계약 가능여부 회신,5
1418,공공기관 정보목록 서비스 현황조사,4
1419,국가기록원 기록관리교육센터 2019년 9월 중 교육과정 안내,4
1420,2019년 공공기관 청년고용의무 이행 권고 및 상반기 이행 현황  입력 제출 요청,4
1421,사옥 대부계약 체결 회신,6
1422,정보화 사업 관련 제안서 기술평가위원 추천의뢰,3
1423,강원도개발공사 2019년 상반기 사회적 가치 공감스토리 공유,12
1424,「공직자 행동강령 운영지침」일부개정안 의견 조회,12
1425,2019년 9월 농식품공무원교육원 교육과정 신청 안내,4
1426,「서천읍 군사리 도시재생활성화계획 수립 용역」제안서 평가위원(후보자) 공개모집 공고,13
1427,「서천읍 군사리 도시재생활성화계획 수립 용역」제안서 평가위원(후보자) 공개모집 공고,10
1428,「서천읍 군사리 도시재생활성화계획 수립 용역」제안서 평가위원(후보자) 공개모집 공고,7
1429,「서천읍 군사리 도시재생활성화계획 수립 용역」제안서 평가위원(후보자) 공개모집 공고,2
1430,신원조사 결과 회보,4
1431,설계용역 사업수행능력 평가를 위한 업무중첩도 등 조회,7
1432,2019년 8월 KMA 포럼 참가자 모집 안내,4
1433,조달요청에 대한 구매협의,5
1434,진안·부안군 도시재생전략계획(안) 재심의를 위한 관계기관(부서) 협의 요청,13
1435,지방공기업 결산 관련 개선의견 제출,5
1436,협력적 조직운영을 위한 갈등관리 및 해결(제2019-1기) 개설안내,4
1437,전북개발공사사옥 시설물 사용신청,6
1438,인권인식제고를 위한「인권영화상영」안내,12
1439,『목포 근대역사문화공간 종합정비계획 수립 용역』제안서 평가위원(후보자) 공개 모집 안내,13
1440,『목포 근대역사문화공간 종합정비계획 수립 용역』제안서 평가위원(후보자) 공개 모집 안내,10
1441,『목포 근대역사문화공간 종합정비계획 수립 용역』제안서 평가위원(후보자) 공개 모집 안내,7
1442,『목포 근대역사문화공간 종합정비계획 수립 용역』제안서 평가위원(후보자) 공개 모집 안내,6
1443,『목포 근대역사문화공간 종합정비계획 수립 용역』제안서 평가위원(후보자) 공개 모집 안내,2
1444,2019년 공공기관 에너지담당자 교육(4차) 수료 안내,4
1445,2019년도 지방공공기관 업무시스템 유지관리 업무수행 결과 제출(6월),3
1446,섬진강 하천기본계획 재수립에 따른 설명회 알림,7
1447,2019년 8월 교육과정 교육대상자 확정 및 추가 신청 안내,4
1448,전북개발공사 임원(당연직 이사) 변경 알림,1
1449,[타당성 예비검토 결과 회신] 새만금 태양광 발전사업 타당성,8
1450,전북금융센터 추진 관련 “타당성 조사 의뢰서” 제출 협조,2
1451,전라북도 사회적경제 상설장터 협조 요청,12
1452,「차세대 ICT장비(네트워크·컴퓨팅) 솔루션 페어」행사 재알림(붙임 추가),3
1453,공공자원 개방·공유 서비스 운영 실태조사 및 의견수렴 협조 요청,6
1454,2019년 7월 교육과정 교육대상자 확정 및 추가 신청 안내,4
1455,『폭력예방교육 만족도 온라인 설문 조사』 협조 요청,4
1456,2019년 2분기 &#39;전환형 시간선택제 및 남성육아휴직&#39; 활용실적 입력요청,4
1457,2018년 하반기 사업주 위탁(집체) 훈련비용 환급 확정 안내,4
1458,2019년도 8월 재난대비 역량지원과정(다중밀집시설대형화재) 입교대상자 추천 및 교육 안내,4
1459,일·생활균형 캠페인 관련 한국잡월드 이용 혜택 안내,4
1460,&#39;공익신고자 보호제도 발전방안&#39; 공개토론회 참석 협조요청(재송부),12
1461,군산 금광지구 주거환경개선사업 지구내 시유지 무상양여 조서 교부 알림,9
1462,일상감사 의견 통보(새만금 태양광 발전사업 타당성 검토 용역),8
1463,사례로 살펴보는 공공부문 노무관리의 이해(제11기) 개설안내,4
1464,2019년도 8월 국가민방위재난안전교육원 입교대상자 추천 및 교육안내 정정 알림,4
1465,「차세대 ICT장비(네트워크·컴퓨팅) 솔루션 페어」행사 알림,3
1466,콘크리트파일(PHC파일) 손해배상청구 관련 요청자료 송부,5
1467,청탁금지법 위반신고 접수·처리 및 운영현황 제출 요청,12
1468,부산도시공사 2019년 상반기 경영(사회적가치 실현) 우수사례 공유,12
1469,부산도시공사 2019년 상반기 경영(사회적가치 실현) 우수사례 공유,1
1470,임대조건 신고증명서 교부(전주만성에코르 1단지),11
1471,진안(군상) 농어촌임대주택 입주자 모집 협조 요청,11
1472,2019 지방공기업 대상 성과공유제 설명회 수요조사 협조요청,12
1473,2019 지방공기업 대상 성과공유제 설명회 수요조사 협조요청,1
1474,경남개발공사 2019년 상반기 경영 우수사례 공유,1
1475,직소민원 서류 이송(김승만님),4
1476,장군목 생태관광지 진입도로 관련 노선 변경 승인 알림,7
1477,2019년 지방공기업 예산회계 자율통제 상반기 운영실적 제출 및 운영 철저,1
1478,2018사업연도 지방공기업 결산 결과 통보,5
1479,2018사업연도 지방공기업 결산 결과 통보,1
1480,2019년 하절기 절전통보를 위한 연락처 보완 요청,6
1481,재외동포 청소년교류 전북 초청사업 참가자 모집안내,4
1482,2019년도 건설업자간 상호협력평가 결과 통보 및 협조 요청,5
1483,2019년 하반기 시중노임단가 추가 안내,5
1484,2019년 국가청렴정보시스템 권역별 설명회 상시학습 인정 협조 요청 및 각종 의견 수렴 안내,12
1485,공공기관 청렴도 측정 관련 개인정보 제3자 제공사항 공고 안내,12
1486,2019년 전북 사회적경제 성장기업 육성사업 공모에 따른 유사지원사업 여부 조회,4
1487,건설기술진흥법 개정사항 및 건설공사 안전관리 종합정보망 구축 알림,8
1488,건설기술진흥법 개정사항 및 건설공사 안전관리 종합정보망 구축 알림,10
1489,전라북도 인구유입 정책 연구 관련 설문지 작성 및 기본현황 협조 요청,4
